,degreeID,n,rank
146,"10.9999,7",5,2462
2656,"51.3101,17",5,2463
326,"13.1014,7",5,2464
1452,"30.1601,7",5,2465
1720,"40.0804,7",5,2466
2040,"47.0699,5",5,2467
2041,"48.0508,5",5,2468
104,"1.1105,17",5,2469
67,"1.0902,17",5,2470
1398,"3.0508,7",5,2471
1727,"40.0808,17",5,2472
477,"13.1499,7",5,2473
82,"1.0999,7",5,2474
795,"16.0502,5",5,2475
732,"15.1503,17",5,2476
2052,"49.0108,5",5,2477
2057,"49.9999,5",5,2478
2082,"5.0109,7",5,2479
1176,"26.0807,7",5,2480
1025,"23.1402,7",5,2481
1292,"26.1599,17",5,2482
982,"22.0209,17",5,2483
2476,"51.1007,7",5,2484
2455,"51.0913,18",5,2485
1074,"26.0206,17",5,2486
2100,"5.012,17",5,2487
1116,"26.0407,5",5,2488
2381,"51.0599,17",5,2489
2466,"51.0999,7",5,2490
2425,"51.081,5",5,2491
2387,"51.0603,5",5,2492
2216,"50.051,5",5,2493
2114,"5.0126,17",5,2494
2108,"5.0124,17",5,2495
1170,"26.0805,7",5,2496
2166,"50.0201,7",5,2497
1172,"26.0806,5",5,2498
548,"14.1004,17",4,2499
2736,"51.3817,18",4,2500
979,"22.0208,17",4,2501
528,"14.0899,17",4,2502
1945,"45.0202,17",4,2503
523,"14.0804,5",4,2504
2779,"52.0203,17",4,2505
996,"22.0301,7",4,2506
620,"14.4001,17",4,2507
2480,"51.1099,17",4,2508
649,"15.0399,7",4,2509
651,"15.0401,7",4,2510
1479,"30.2601,17",4,2511
2681,"51.3601,17",4,2512
2794,"52.0209,17",4,2513
691,"15.0799,7",4,2514
2409,"51.0717,5",4,2515
2008,"45.1099,17",4,2516
722,"15.1304,5",4,2517
1415,"30.0,17",4,2518
2018,"45.1301,7",4,2519
1406,"3.0599,17",4,2520
2596,"51.2301,17",4,2521
905,"19.0499,7",4,2522
794,"16.0502,17",4,2523
686,"15.0702,5",4,2524
461,"13.1335,5",4,2525
478,"13.1501,5",4,2526
2985,"54.0105,17",4,2527
1099,"26.0399,17",4,2528
1220,"26.1005,17",4,2529
125,"10.0105,17",4,2530
2963,"52.2001,17",4,2531
118,"1.1202,7",4,2532
1821,"42.2811,5",4,2533
102,"1.1104,5",4,2534
2944,"52.1802,5",4,2535
1193,"26.0907,17",4,2536
1150,"26.0708,17",4,2537
1744,"40.1099,17",4,2538
1753,"41.0205,7",4,2539
15,"1.0199,7",4,2540
1772,"42.2705,17",4,2541
2950,"52.1899,7",4,2542
2927,"52.1403,17",4,2543
805,"16.07,17",4,2544
2307,"50.0914,17",4,2545
454,"13.1332,5",4,2546
1590,"39.0606,7",4,2547
417,"13.1318,17",4,2548
2310,"50.0915,17",4,2549
336,"13.1099,17",4,2550
2175,"50.0401,17",4,2551
1650,"40.0203,5",4,2552
202,"11.1005,17",4,2553
2875,"52.0908,5",4,2554
2877,"52.0999,17",4,2555
312,"13.1008,17",4,2556
273,"13.0501,18",4,2557
1087,"26.0299,7",4,2558
1850,"43.0107,17",4,2559
796,"16.0502,7",4,2560
708,"15.1103,5",4,2561
868,"16.1404,5",4,2562
843,"16.1102,17",4,2563
866,"16.1301,7",4,2564
2085,"5.0111,17",4,2565
811,"16.0801,5",4,2566
865,"16.1301,5",4,2567
1675,"40.0504,17",3,2568
653,"15.0403,7",3,2569
518,"14.0802,7",3,2570
190,"11.0901,17",3,2571
2933,"52.1501,17",3,2572
172,"11.0501,17",3,2573
2938,"52.1701,17",3,2574
984,"22.0209,5",3,2575
1412,"3.9999,17",3,2576
232,"13.0299,17",3,2577
2284,"50.0906,5",3,2578
2283,"50.0906,18",3,2579
2467,"51.1001,7",3,2580
737,"15.1599,7",3,2581
1688,"40.0509,7",3,2582
2276,"50.0904,18",3,2583
1855,"43.011,17",3,2584
2194,"50.0411,17",3,2585
1111,"26.0404,7",3,2586
1878,"43.0202,17",3,2587
846,"16.1103,17",3,2588
2405,"51.071,5",3,2589
2315,"50.0916,7",3,2590
700,"15.0901,5",3,2591
1903,"44.0201,17",3,2592
2172,"50.0399,17",3,2593
1263,"26.1306,7",3,2594
707,"15.1102,7",3,2595
487,"14.0101,18",3,2596
822,"16.0904,17",3,2597
1858,"43.0111,17",3,2598
2304,"50.0913,17",3,2599
1077,"26.0207,7",3,2600
1658,"40.0402,5",3,2601
682,"15.0699,7",3,2602
2300,"50.0912,17",3,2603
2640,"51.2504,7",3,2604
2638,"51.2504,17",3,2605
1671,"40.0502,5",3,2606
246,"13.0403,5",3,2607
1673,"40.0503,17",3,2608
456,"13.1333,5",3,2609
2031,"47.0105,5",3,2610
2042,"48.0702,5",3,2611
1153,"26.0709,17",3,2612
2968,"52.2101,7",3,2613
913,"19.0505,7",3,2614
1396,"3.0508,17",3,2615
3026,"9.0901,17",3,2616
2714,"51.3809,17",3,2617
2379,"51.0511,17",3,2618
2087,"5.0111,7",3,2619
2097,"5.0118,17",3,2620
1755,"41.0301,7",3,2621
875,"16.1602,17",3,2622
17,"1.0201,7",3,2623
3048,"9.1001,5",3,2624
877,"16.1603,17",3,2625
803,"16.0601,5",3,2626
1178,"26.0899,7",3,2627
807,"16.07,7",3,2628
1742,"40.1002,5",3,2629
2729,"51.3814,17",3,2630
1717,"40.0802,5",3,2631
2430,"51.0814,7",3,2632
1350,"29.0405,7",3,2633
2989,"54.0106,5",3,2634
1209,"26.0999,7",3,2635
1730,"40.0809,17",3,2636
763,"16.0201,7",3,2637
71,"1.0904,17",3,2638
1536,"38.0102,17",3,2639
1192,"26.0905,7",3,2640
1576,"39.0501,17",2,2641
1939,"45.0102,17",2,2642
885,"19.0,7",2,2643
2383,"51.0601,5",2,2644
1544,"38.0199,17",2,2645
467,"13.1338,5",2,2646
608,"14.3601,17",2,2647
2093,"5.0114,5",2,2648
1302,"27.0103,5",2,2649
2156,"5.0211,7",2,2650
991,"22.0299,17",2,2651
1949,"45.0204,17",2,2652
1539,"38.0103,17",2,2653
2374,"51.0508,17",2,2654
975,"22.0207,17",2,2655
889,"19.0201,17",2,2656
2727,"51.3813,5",2,2657
995,"22.0301,5",2,2658
1532,"38.0001,7",2,2659
2737,"51.3817,5",2,2660
806,"16.07,5",2,2661
1676,"40.0504,7",2,2662
1038,"24.0102,17",2,2663
2820,"52.0399,17",2,2664
1729,"40.0808,7",2,2665
77,"1.0906,7",2,2666
2207,"50.0505,17",2,2667
70,"1.0903,7",2,2668
1190,"26.0905,17",2,2669
45,"1.0603,17",2,2670
1745,"40.1099,7",2,2671
1750,"41.0101,17",2,2672
42,"1.0601,17",2,2673
2217,"50.051,7",2,2674
2218,"50.0599,17",2,2675
1189,"26.0904,7",2,2676
27,"1.0304,17",2,2677
1754,"41.0301,5",2,2678
2088,"5.0112,17",2,2679
1812,"42.2808,17",2,2680
89,"1.1099,17",2,2681
1721,"40.0806,17",2,2682
1659,"40.0403,17",2,2683
1588,"39.0604,7",2,2684
2835,"52.0701,17",2,2685
2841,"52.0799,17",2,2686
1628,"4.0801,17",2,2687
861,"16.1299,17",2,2688
2475,"51.1007,5",2,2689
261,"13.0409,17",2,2690
2970,"52.9999,18",2,2691
1666,"40.0499,7",2,2692
2924,"52.1402,17",2,2693
1679,"40.0506,7",2,2694
1095,"26.0307,7",2,2695
2941,"52.1801,17",2,2696
2947,"52.1803,7",2,2697
2705,"51.3806,18",2,2698
2167,"50.0301,17",2,2699
1774,"42.2705,7",2,2700
1316,"27.0305,17",2,2701
925,"19.0702,17",2,2702
948,"19.0904,17",2,2703
2602,"51.2305,17",2,2704
2120,"5.0128,7",2,2705
2395,"51.0702,17",2,2706
1462,"30.2001,17",2,2707
2398,"51.0704,7",2,2708
2419,"51.0803,5",2,2709
2645,"51.2508,7",2,2710
2644,"51.2507,7",2,2711
1432,"30.1001,7",2,2712
711,"15.1202,17",2,2713
1995,"45.0902,17",2,2714
709,"15.1199,5",2,2715
2231,"50.0699,17",2,2716
773,"16.0303,17",2,2717
2655,"51.2799,7",2,2718
2458,"51.0914,17",2,2719
2572,"51.2206,17",2,2720
786,"16.0407,5",2,2721
2659,"51.3102,17",2,2722
800,"16.0506,5",2,2723
2103,"5.0122,17",2,2724
799,"16.0505,5",2,2725
798,"16.0504,5",2,2726
659,"15.0501,5",2,2727
2043,"48.0702,7",2,2728
1346,"29.0303,7",1,2729
1340,"29.0202,5",1,2730
2874,"52.0907,7",1,2731
2646,"51.2509,17",1,2732
307,"13.1006,17",1,2733
694,"15.0803,17",1,2734
2098,"5.0118,5",1,2735
340,"13.1101,5",1,2736
302,"13.1004,17",1,2737
296,"13.1001,18",1,2738
458,"13.1334,5",1,2739
466,"13.1338,17",1,2740
1078,"26.0209,17",1,2741
1075,"26.0206,7",1,2742
1914,"44.0502,5",1,2743
1044,"24.0199,17",1,2744
2075,"5.0107,17",1,2745
2825,"52.0402,7",1,2746
1345,"29.0301,7",1,2747
432,"13.1323,17",1,2748
429,"13.1322,17",1,2749
423,"13.132,17",1,2750
1375,"3.0206,17",1,2751
406,"13.1314,18",1,2752
1664,"40.0499,17",1,2753
390,"13.1308,17",1,2754
702,"15.1001,17",1,2755
1607,"39.0799,17",1,2756
2313,"50.0916,17",1,2757
1625,"4.0601,17",1,2758
1635,"4.1001,5",1,2759
440,"13.1326,7",1,2760
863,"16.1299,7",1,2761
1674,"40.0503,7",1,2762
940,"19.071,5",1,2763
1719,"40.0804,17",1,2764
1208,"26.0999,5",1,2765
1816,"42.2809,7",1,2766
2118,"5.0127,7",1,2767
2600,"51.2302,5",1,2768
2597,"51.2301,18",1,2769
1129,"26.0504,7",1,2770
2101,"5.012,5",1,2771
2555,"51.2011,7",1,2772
69,"1.0903,5",1,2773
2256,"50.0712,17",1,2774
2215,"50.0509,7",1,2775
2557,"51.2099,18",1,2776
2449,"51.0911,17",1,2777
1186,"26.0903,5",1,2778
23,"1.0302,7",1,2779
902,"19.0403,7",1,2780
2479,"51.101,7",1,2781
1820,"42.2811,17",1,2782
761,"16.0201,17",1,2783
2185,"50.0407,17",1,2784
137,"10.0302,7",1,2785
1085,"26.0299,18",1,2786
1436,"30.1201,17",1,2787
714,"15.1204,17",1,2788
229,"13.0202,5",1,2789
1919,"44.0504,17",1,2790
2505,"51.1502,7",1,2791
205,"11.1006,5",1,2792
2503,"51.1502,18",1,2793
2058,"49.9999,7",1,2794
185,"11.0804,17",1,2795
2936,"52.1601,5",1,2796
167,"11.0299,5",1,2797
730,"15.1502,17",1,2798
151,"11.0102,5",1,2799
144,"10.0399,7",1,2800
1405,"3.0511,5",1,2801
1098,"26.0308,7",1,2802
1378,"3.0207,17",1,2803
654,"15.0404,5",1,2804
1268,"26.1308,7",1,2805
623,"14.4101,17",1,2806
1509,"31.0399,5",1,2807
683,"15.0701,17",1,2808
2730,"51.3814,18",1,2809
2722,"51.3811,18",1,2810
1550,"38.0202,17",1,2811
2672,"51.3302,7",1,2812
630,"14.4401,5",1,2813
2680,"51.3599,5",1,2814
840,"16.1101,17",1,2815
2096,"5.0115,7",1,2816
512,"14.0799,17",1,2817
1553,"38.0204,7",1,2818
1294,"26.1599,7",1,2819
2399,"51.0705,5",1,2820
2542,"51.2005,7",1,2821
977,"22.0207,5",1,2822
2359,"51.0401,17",1,2823
2095,"5.0115,5",1,2824
953,"19.9999,17",1,2825
2717,"51.381,17",1,2826
599,"14.3301,17",1,2827
2065,"5.0103,17",1,2828
983,"22.0209,18",1,2829
1546,"38.0199,7",1,2830
2743,"51.3819,18",1,2831
480,"13.1502,17",1,2832
2746,"51.382,18",1,2833
2334,"51.0,18",1,2834
1353,"29.9999,7",1,2835
602,"14.3401,17",1,2836
2367,"51.0504,17",1,2837
964,"22.0201,18",1,2838
1372,"3.0205,17",1,2839
665,"15.0507,17",1,2840
950,"19.0905,17",1,2841
604,"14.3401,7",1,2842
1029,"23.1405,5",1,2843
810,"16.0801,17",0,2844
1329,"27.0503,17",0,2845
2974,"54.0101,18",0,2846
870,"16.1501,5",0,2847
2373,"51.0507,7",0,2848
1964,"45.0601,18",0,2849
1723,"40.0806,7",0,2850
1125,"26.0503,18",0,2851
1722,"40.0806,5",0,2852
869,"16.1501,17",0,2853
664,"15.0506,5",0,2854
2981,"54.0103,7",0,2855
1819,"42.281,7",0,2856
475,"13.1402,7",0,2857
2966,"52.2101,17",0,2858
2372,"51.0507,17",0,2859
2495,"51.1201,17",0,2860
2618,"51.231,18",0,2861
2024,"46.0,5",0,2862
2025,"46.0302,5",0,2863
668,"15.0508,5",0,2864
2423,"51.0808,7",0,2865
2500,"51.1501,17",0,2866
1530,"38.0001,17",0,2867
1837,"42.9999,18",0,2868
2029,"47.0103,5",0,2869
2956,"52.1906,5",0,2870
2957,"52.1908,5",0,2871
1833,"42.2899,18",0,2872
1103,"26.0401,18",0,2873
867,"16.1402,5",0,2874
2478,"51.101,5",0,2875
2119,"5.0128,5",0,2876
2609,"51.2307,5",0,2877
2030,"47.0104,5",0,2878
1211,"26.1001,18",0,2879
2967,"52.2101,5",0,2880
2032,"47.0201,5",0,2881
2034,"47.0603,5",0,2882
2369,"51.0505,7",0,2883
2491,"51.1108,5",0,2884
1130,"26.0505,17",0,2885
2988,"54.0106,17",0,2886
957,"22.0,18",0,2887
2056,"49.9999,17",0,2888
1977,"45.0605,18",0,2889
40,"1.0401,7",0,2890
38,"1.0401,17",0,2891
37,"1.0309,7",0,2892
809,"16.0702,5",0,2893
1296,"26.9999,18",0,2894
2245,"50.0706,17",0,2895
30,"1.0306,5",0,2896
808,"16.0701,5",0,2897
797,"16.0503,5",0,2898
835,"16.1001,5",0,2899
2388,"51.0603,7",0,2900
2707,"51.3807,17",0,2901
2384,"51.0601,7",0,2902
1180,"26.0901,18",0,2903
2051,"49.0106,5",0,2904
2237,"50.0702,17",0,2905
18,"1.0205,5",0,2906
1782,"42.2708,5",0,2907
645,"15.0304,5",0,2908
834,"16.1001,17",0,2909
900,"19.0402,7",0,2910
802,"16.0601,17",0,2911
804,"16.0601,7",0,2912
787,"16.0408,5",0,2913
1303,"27.0105,17",0,2914
872,"16.1502,5",0,2915
2435,"51.0901,7",0,2916
1815,"42.2809,17",0,2917
662,"15.0505,5",0,2918
970,"22.0203,18",0,2919
1728,"40.0808,5",0,2920
1205,"26.0911,18",0,2921
2685,"51.3799,5",0,2922
2376,"51.0509,17",0,2923
1131,"26.0505,7",0,2924
2721,"51.3811,17",0,2925
75,"1.0906,17",0,2926
2261,"50.0799,17",0,2927
2436,"51.0903,5",0,2928
1157,"26.0799,5",0,2929
2719,"51.381,5",0,2930
871,"16.1501,7",0,2931
1147,"26.0707,18",0,2932
1733,"40.081,17",0,2933
782,"16.0402,17",0,2934
1191,"26.0905,5",0,2935
53,"1.0608,17",0,2936
2440,"51.0905,7",0,2937
785,"16.0406,5",0,2938
1499,"30.9999,18",0,2939
2488,"51.1104,7",0,2940
1097,"26.0308,5",0,2941
1678,"40.0506,5",0,2942
1227,"26.1099,17",0,2943
2123,"5.013,7",0,2944
397,"13.131,7",0,2945
680,"15.0615,5",0,2946
393,"13.1309,17",0,2947
1603,"39.0704,5",0,2948
988,"22.0211,18",0,2949
380,"13.1304,7",0,2950
2171,"50.0302,7",0,2951
1604,"39.0704,7",0,2952
987,"22.0211,17",0,2953
2674,"51.3303,7",0,2954
2125,"5.0134,17",0,2955
2007,"45.1004,7",0,2956
855,"16.1202,17",0,2957
2174,"50.0399,7",0,2958
1554,"38.0205,17",0,2959
2858,"52.0899,17",0,2960
1637,"4.9999,17",0,2961
345,"13.1199,5",0,2962
1884,"43.0206,7",0,2963
673,"15.0611,5",0,2964
857,"16.1202,7",0,2965
884,"19.0,5",0,2966
858,"16.1203,17",0,2967
327,"13.1015,17",0,2968
993,"22.0299,5",0,2969
402,"13.1312,18",0,2970
2870,"52.0905,7",0,2971
1051,"25.0103,5",0,2972
2662,"51.3103,7",0,2973
2408,"51.0716,5",0,2974
463,"13.1337,17",0,2975
462,"13.1335,7",0,2976
2472,"51.1005,17",0,2977
460,"13.1335,17",0,2978
2005,"45.1004,17",0,2979
949,"19.0904,5",0,2980
455,"13.1332,7",0,2981
2523,"51.1599,18",0,2982
483,"13.9999,18",0,2983
446,"13.1329,17",0,2984
2517,"51.1507,7",0,2985
2469,"51.1002,7",0,2986
1923,"44.0599,5",0,2987
1053,"25.9999,17",0,2988
2827,"52.0408,5",0,2989
1054,"25.9999,5",0,2990
2829,"52.0499,7",0,2991
2337,"51.0001,17",0,2992
426,"13.1321,17",0,2993
1281,"26.1501,18",0,2994
2671,"51.3302,18",0,2995
2836,"52.0701,18",0,2996
1882,"43.0203,7",0,2997
2773,"52.0201,18",0,2998
2020,"45.1401,7",0,2999
2418,"51.0802,5",0,3000
233,"13.0299,5",0,3001
718,"15.1302,17",0,3002
231,"13.0203,5",0,3003
2753,"51.3822,18",0,3004
2362,"51.0501,18",0,3005
2506,"51.1503,17",0,3006
2751,"51.3821,5",0,3007
721,"15.1303,5",0,3008
976,"22.0207,18",0,3009
217,"12.0508,5",0,3010
213,"12.0401,5",0,3011
2749,"51.3821,17",0,3012
1285,"26.1502,7",0,3013
2099,"5.0118,7",0,3014
864,"16.1301,17",0,3015
1229,"26.1099,7",0,3016
2663,"51.3104,5",0,3017
2364,"51.0502,7",0,3018
1228,"26.1099,5",0,3019
1351,"29.0499,5",0,3020
2420,"51.0806,18",0,3021
182,"11.0803,17",0,3022
812,"16.0801,7",0,3023
726,"15.1401,7",0,3024
236,"13.0301,18",0,3025
2908,"52.1299,17",0,3026
2872,"52.0906,7",0,3027
1441,"30.1299,5",0,3028
318,"13.1011,17",0,3029
2121,"5.013,17",0,3030
1482,"30.2701,17",0,3031
2464,"51.0999,17",0,3032
315,"13.1009,17",0,3033
314,"13.1008,7",0,3034
1332,"27.0599,17",0,3035
534,"14.0902,5",0,3036
299,"13.1003,17",0,3037
2091,"5.0113,5",0,3038
2643,"51.2507,17",0,3039
2889,"52.1004,17",0,3040
2400,"51.0706,17",0,3041
980,"22.0208,18",0,3042
1873,"43.012,7",0,3043
1872,"43.0119,7",0,3044
2763,"51.3999,7",0,3045
1660,"40.0403,7",0,3046
277,"13.0601,5",0,3047
2761,"51.3999,17",0,3048
1865,"43.0114,7",0,3049
267,"13.0411,18",0,3050
1440,"30.1299,17",0,3051
2180,"50.0404,17",0,3052
1284,"26.1502,17",0,3053
